Finger,Type,Pressure,Size,X,Y,Orientation,Major,Minor
Thumb,2,0.8625,0.35714287,601.404,1232.2081,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,672.3089,1226.3447,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,713.8678,1230.6447,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,736.4936,1234.4534,0.0,133.926,133.926
Thumb,2,0.8125,0.3214286,754.31134,1237.5779,0.0,121.272995,121.272995
Thumb,2,0.7625,0.30357143,766.0,1240.0,0.0,121.272995,121.272995
Thumb,1,0.7625,0.30357143,766.0,1240.0,0.0,121.272995,121.272995
Thumb,0,0.90000004,0.42857146,340.0,1259.0,0.0,159.232,159.232
Thumb,2,0.90000004,0.4107143,384.07056,1244.1803,0.0,159.232,159.232
Thumb,2,0.8875,0.39285716,460.1883,1222.9117,0.0,146.579,146.579
Thumb,2,0.8625,0.37500003,535.77216,1215.0,0.0,146.579,146.579
Thumb,2,0.83750004,0.33928573,607.37787,1212.0,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,670.5916,1214.0,0.0,133.926,133.926
Thumb,2,0.8125,0.33928573,722.6968,1216.0681,0.0,133.926,133.926
Thumb,2,0.8125,0.3214286,751.9093,1221.2273,0.0,121.272995,121.272995
Thumb,2,0.7875,0.3214286,770.3821,1225.7941,0.0,121.272995,121.272995
Thumb,2,0.7625,0.3214286,781.18976,1228.3966,0.0,121.272995,121.272995
Thumb,2,0.675,0.30357143,783.0,1229.0,0.0,121.272995,121.272995
Thumb,1,0.675,0.30357143,783.0,1229.0,0.0,121.272995,121.272995
Thumb,0,0.96250004,0.4464286,384.0,1233.0,0.0,171.885,171.885
Thumb,2,0.925,0.4107143,393.1528,1228.4236,0.0,159.232,159.232
Thumb,2,0.90000004,0.39285716,469.75293,1205.4542,0.0,146.579,146.579
Thumb,2,0.8875,0.37500003,547.89685,1191.4207,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,616.30334,1190.0,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,676.29895,1194.2358,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,726.99963,1194.409,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,756.602,1199.4001,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,781.43304,1202.7389,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,792.9496,1203.0,0.0,133.926,133.926
Thumb,2,0.6,0.2857143,801.5,1202.0,0.0,121.272995,121.272995
Thumb,1,0.6,0.2857143,801.5,1202.0,0.0,121.272995,121.272995
Thumb,0,0.9125,0.42857146,353.0,1245.0,0.0,159.232,159.232
Thumb,2,0.90000004,0.42857146,358.19284,1242.4036,0.0,159.232,159.232
Thumb,2,0.90000004,0.4107143,428.29977,1221.2417,0.0,159.232,159.232
Thumb,2,0.85,0.37500003,516.9889,1204.6384,0.0,146.579,146.579
Thumb,2,0.85,0.33928573,613.09546,1195.1465,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,667.39294,1202.0281,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,710.24207,1206.3116,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,743.3671,1208.3877,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,774.03485,1211.7192,0.0,133.926,133.926
Thumb,2,0.8,0.33928573,791.4162,1212.0,0.0,133.926,133.926
Thumb,2,0.6875,0.30357143,797.0,1212.0,0.0,121.272995,121.272995
Thumb,1,0.6875,0.30357143,797.0,1212.0,0.0,121.272995,121.272995
Thumb,0,0.95,0.42857146,339.0,1244.0,0.0,159.232,159.232
Thumb,2,0.96250004,0.46428573,345.77457,1241.2902,0.0,171.885,171.885
Thumb,2,0.9125,0.4107143,436.19077,1206.9237,0.0,159.232,159.232
Thumb,2,0.8875,0.35714287,548.74976,1185.7308,0.0,133.926,133.926
Thumb,2,0.875,0.35714287,630.59485,1176.2405,0.0,133.926,133.926
Thumb,2,0.8625,0.35714287,676.49,1179.3745,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,715.5616,1183.1918,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,740.5921,1190.1481,0.0,133.926,133.926
Thumb,2,0.825,0.3214286,765.4429,1196.3607,0.0,121.272995,121.272995
Thumb,2,0.7875,0.30357143,786.5286,1200.0,0.0,121.272995,121.272995
Thumb,2,0.625,0.2857143,789.0,1200.0,0.0,121.272995,121.272995
Thumb,1,0.625,0.2857143,789.0,1200.0,0.0,121.272995,121.272995
Thumb,0,0.975,0.46428573,302.0,1265.0,0.0,171.885,171.885
Thumb,2,0.975,0.46428573,311.5317,1261.1561,0.0,171.885,171.885
Thumb,2,0.95,0.42857146,355.65256,1245.525,0.0,159.232,159.232
Thumb,2,0.9375,0.4464286,440.3464,1223.8052,0.0,171.885,171.885
Thumb,2,0.90000004,0.37500003,537.6471,1201.6849,0.0,146.579,146.579
Thumb,2,0.875,0.35714287,632.0381,1188.5806,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,700.9778,1188.5934,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,740.35693,1191.8655,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,769.4148,1196.8829,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,786.9328,1202.257,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,800.4874,1206.0,0.0,133.926,133.926
Thumb,2,0.575,0.26785716,807.0,1206.0,0.0,108.619995,108.619995
Thumb,1,0.575,0.26785716,807.0,1206.0,0.0,108.619995,108.619995
Thumb,0,0.925,0.4464286,445.0,1196.0,0.0,171.885,171.885
Thumb,2,0.925,0.42857146,454.99698,1191.901,0.0,159.232,159.232
Thumb,2,0.8875,0.39285716,527.8795,1173.9156,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,600.1427,1176.0,0.0,133.926,133.926
Thumb,2,0.83750004,0.35714287,674.3234,1178.8726,0.0,133.926,133.926
Thumb,2,0.83750004,0.3214286,716.5922,1184.656,0.0,121.272995,121.272995
Thumb,2,0.825,0.3214286,747.3429,1191.0571,0.0,121.272995,121.272995
Thumb,2,0.825,0.3214286,780.95325,1197.524,0.0,121.272995,121.272995
Thumb,2,0.8125,0.3214286,806.4647,1205.1162,0.0,121.272995,121.272995
Thumb,2,0.7875,0.3214286,825.158,1209.0,0.0,121.272995,121.272995
Thumb,2,0.7375,0.2857143,831.0,1209.0,0.0,108.619995,108.619995
Thumb,1,0.7375,0.2857143,831.0,1209.0,0.0,108.619995,108.619995
Thumb,0,0.85,0.39285716,874.0,1229.0,0.0,146.579,146.579
Thumb,2,0.875,0.4107143,851.59503,1227.9866,0.0,159.232,159.232
Thumb,2,0.90000004,0.42857146,815.3968,1223.3049,0.0,159.232,159.232
Thumb,2,0.875,0.39285716,742.80225,1207.5703,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,653.2462,1196.7496,0.0,133.926,133.926
Thumb,2,0.85,0.35714287,543.6488,1190.2102,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,418.6688,1178.8698,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,331.8706,1177.8365,0.0,133.926,133.926
Thumb,2,0.8125,0.3214286,283.80368,1177.6002,0.0,121.272995,121.272995
Thumb,2,0.8,0.3214286,253.48824,1177.0,0.0,121.272995,121.272995
Thumb,2,0.7625,0.3214286,232.16187,1177.0,0.0,121.272995,121.272995
Thumb,2,0.625,0.30357143,230.0,1177.0,0.0,121.272995,121.272995
Thumb,1,0.625,0.30357143,230.0,1177.0,0.0,121.272995,121.272995
Thumb,0,0.975,0.46428573,846.0,1234.0,0.0,184.538,184.538
Thumb,2,0.975,0.4464286,843.3412,1231.3412,0.0,171.885,171.885
Thumb,2,0.925,0.42857146,808.9342,1215.6531,0.0,159.232,159.232
Thumb,2,0.925,0.39285716,730.11053,1194.7527,0.0,146.579,146.579
Thumb,2,0.8875,0.39285716,642.1931,1183.3246,0.0,146.579,146.579
